id_venta,producto,precio,cantidad,fecha_venta,categoria,precio_num,ingreso,anio_mes,id_campanha,canal,costo,fecha_inicio,fecha_fin,campania_activa
1121,Freidora eléctrica,$90.31,6.0,2024-03-28,Electrodomésticos,90.31,541.86,2024-03,71,TV,4.37,2024-06-05,2024-07-24,False
1121,Freidora eléctrica,$90.31,6.0,2024-03-28,Electrodomésticos,90.31,541.86,2024-03,41,Email,3.92,2024-11-23,2025-01-01,False
1121,Freidora eléctrica,$90.31,6.0,2024-03-28,Electrodomésticos,90.31,541.86,2024-03,11,RRSS,5.27,2024-12-29,2025-01-21,False
1433,Microondas,$63.01,8.0,2024-03-28,Electrodomésticos,63.01,504.08,2024-03,56,Email,4.94,2024-08-06,2024-08-25,False
1433,Microondas,$63.01,8.0,2024-03-28,Electrodomésticos,63.01,504.08,2024-03,26,RRSS,5.0,2024-09-25,2024-10-14,False
1433,Microondas,$63.01,8.0,2024-03-28,Electrodomésticos,63.01,504.08,2024-03,86,TV,4.25,2024-09-25,2024-11-15,False
1565,Lavadora,$37.25,11.0,2024-03-28,Electrodomésticos,37.25,409.75,2024-03,46,Email,3.63,2024-05-12,2024-05-29,False
1565,Lavadora,$37.25,11.0,2024-03-28,Electrodomésticos,37.25,409.75,2024-03,76,TV,4.66,2024-05-26,2024-07-02,False
1565,Lavadora,$37.25,11.0,2024-03-28,Electrodomésticos,37.25,409.75,2024-03,16,RRSS,3.56,2024-08-14,2024-09-20,False
1873,Microondas,$32.18,7.0,2024-03-28,Electrodomésticos,32.18,225.26,2024-03,56,Email,4.94,2024-08-06,2024-08-25,False
1873,Microondas,$32.18,7.0,2024-03-28,Electrodomésticos,32.18,225.26,2024-03,26,RRSS,5.0,2024-09-25,2024-10-14,False
1873,Microondas,$32.18,7.0,2024-03-28,Electrodomésticos,32.18,225.26,2024-03,86,TV,4.25,2024-09-25,2024-11-15,False
2830,Consola de videojuegos,$123.72,3.0,2024-03-28,Electrónica,123.72,371.15999999999997,2024-03,50,Email,4.97,2024-05-03,2024-05-28,False
2830,Consola de videojuegos,$123.72,3.0,2024-03-28,Electrónica,123.72,371.15999999999997,2024-03,20,RRSS,3.16,2024-07-15,2024-08-03,False
2830,Consola de videojuegos,$123.72,3.0,2024-03-28,Electrónica,123.72,371.15999999999997,2024-03,80,TV,4.64,2024-11-01,2024-11-20,False
2272,Televisor,$55.97,7.0,2024-03-29,Electrónica,55.97,391.78999999999996,2024-03,29,RRSS,3.96,2024-05-17,2024-06-28,False
2272,Televisor,$55.97,7.0,2024-03-29,Electrónica,55.97,391.78999999999996,2024-03,59,Email,4.19,2024-11-20,2025-01-19,False
2272,Televisor,$55.97,7.0,2024-03-29,Electrónica,55.97,391.78999999999996,2024-03,89,TV,4.98,2024-12-13,2025-02-08,False
2585,Auriculares,$47.12,12.0,2024-03-29,Electrónica,47.12,565.4399999999999,2024-03,47,Email,4.19,2024-06-02,2024-07-22,False
2585,Auriculares,$47.12,12.0,2024-03-29,Electrónica,47.12,565.4399999999999,2024-03,17,RRSS,6.06,2024-07-15,2024-08-15,False
2585,Auriculares,$47.12,12.0,2024-03-29,Electrónica,47.12,565.4399999999999,2024-03,77,TV,4.99,2024-11-11,2024-12-06,False
2838,SmartWatch,$115.30,3.0,2024-03-29,Electrónica,115.3,345.9,2024-03,85,TV,5.07,2024-04-01,2024-05-05,False
2838,SmartWatch,$115.30,3.0,2024-03-29,Electrónica,115.3,345.9,2024-03,55,Email,4.59,2024-10-13,2024-12-06,False
2838,SmartWatch,$115.30,3.0,2024-03-29,Electrónica,115.3,345.9,2024-03,25,RRSS,4.84,2024-11-23,2024-12-29,False
2856,Laptop,$122.13,11.0,2024-03-29,Electrónica,122.13,1343.4299999999998,2024-03,60,Email,4.89,2024-09-28,2024-10-27,False
2856,Laptop,$122.13,11.0,2024-03-29,Electrónica,122.13,1343.4299999999998,2024-03,30,RRSS,4.68,2024-10-23,2024-11-24,False
2856,Laptop,$122.13,11.0,2024-03-29,Electrónica,122.13,1343.4299999999998,2024-03,90,TV,5.62,2024-11-16,2025-01-13,False
1800,Plancha de vapor,$33.15,2.0,2024-03-30,Electrodomésticos,33.15,66.3,2024-03,36,Email,5.41,2024-04-02,2024-06-01,False
1800,Plancha de vapor,$33.15,2.0,2024-03-30,Electrodomésticos,33.15,66.3,2024-03,6,RRSS,4.02,2024-09-24,2024-11-02,False
1800,Plancha de vapor,$33.15,2.0,2024-03-30,Electrodomésticos,33.15,66.3,2024-03,66,TV,4.69,2024-10-04,2024-10-23,False
1821,Freidora eléctrica,$44.33,10.0,2024-03-30,Electrodomésticos,44.33,443.29999999999995,2024-03,71,TV,4.37,2024-06-05,2024-07-24,False
1821,Freidora eléctrica,$44.33,10.0,2024-03-30,Electrodomésticos,44.33,443.29999999999995,2024-03,41,Email,3.92,2024-11-23,2025-01-01,False
1821,Freidora eléctrica,$44.33,10.0,2024-03-30,Electrodomésticos,44.33,443.29999999999995,2024-03,11,RRSS,5.27,2024-12-29,2025-01-21,False
2034,Auriculares,$120.46,8.0,2024-03-30,Electrónica,120.46,963.68,2024-03,47,Email,4.19,2024-06-02,2024-07-22,False
2034,Auriculares,$120.46,8.0,2024-03-30,Electrónica,120.46,963.68,2024-03,17,RRSS,6.06,2024-07-15,2024-08-15,False
2034,Auriculares,$120.46,8.0,2024-03-30,Electrónica,120.46,963.68,2024-03,77,TV,4.99,2024-11-11,2024-12-06,False
2286,Laptop,$71.74,8.0,2024-03-30,Electrónica,71.74,573.92,2024-03,60,Email,4.89,2024-09-28,2024-10-27,False
2286,Laptop,$71.74,8.0,2024-03-30,Electrónica,71.74,573.92,2024-03,30,RRSS,4.68,2024-10-23,2024-11-24,False
2286,Laptop,$71.74,8.0,2024-03-30,Electrónica,71.74,573.92,2024-03,90,TV,5.62,2024-11-16,2025-01-13,False
46,Cortinas,$98.15,7.0,2024-03-31,Decoración,98.15,687.0500000000001,2024-03,43,Email,5.67,2024-05-02,2024-06-17,False
46,Cortinas,$98.15,7.0,2024-03-31,Decoración,98.15,687.0500000000001,2024-03,73,TV,6.47,2024-08-17,2024-09-26,False
46,Cortinas,$98.15,7.0,2024-03-31,Decoración,98.15,687.0500000000001,2024-03,13,RRSS,5.22,2024-09-16,2024-10-15,False
654,Jarrón decorativo,$53.53,7.0,2024-03-31,Decoración,53.53,374.71000000000004,2024-03,15,RRSS,4.65,2024-05-09,2024-06-13,False
654,Jarrón decorativo,$53.53,7.0,2024-03-31,Decoración,53.53,374.71000000000004,2024-03,45,Email,4.52,2024-06-05,2024-07-31,False
654,Jarrón decorativo,$53.53,7.0,2024-03-31,Decoración,53.53,374.71000000000004,2024-03,75,TV,4.1,2024-11-03,2024-12-25,False
904,Jarrón decorativo,$40.48,11.0,2024-03-31,Decoración,40.48,445.28,2024-03,15,RRSS,4.65,2024-05-09,2024-06-13,False
904,Jarrón decorativo,$40.48,11.0,2024-03-31,Decoración,40.48,445.28,2024-03,45,Email,4.52,2024-06-05,2024-07-31,False
904,Jarrón decorativo,$40.48,11.0,2024-03-31,Decoración,40.48,445.28,2024-03,75,TV,4.1,2024-11-03,2024-12-25,False
1201,Freidora eléctrica,$95.13,8.0,2024-03-31,Electrodomésticos,95.13,761.04,2024-03,71,TV,4.37,2024-06-05,2024-07-24,False
1201,Freidora eléctrica,$95.13,8.0,2024-03-31,Electrodomésticos,95.13,761.04,2024-03,41,Email,3.92,2024-11-23,2025-01-01,False
1201,Freidora eléctrica,$95.13,8.0,2024-03-31,Electrodomésticos,95.13,761.04,2024-03,11,RRSS,5.27,2024-12-29,2025-01-21,False
1261,Freidora eléctrica,$84.29,10.0,2024-03-31,Electrodomésticos,84.29,842.9000000000001,2024-03,71,TV,4.37,2024-06-05,2024-07-24,False
1261,Freidora eléctrica,$84.29,10.0,2024-03-31,Electrodomésticos,84.29,842.9000000000001,2024-03,41,Email,3.92,2024-11-23,2025-01-01,False
1261,Freidora eléctrica,$84.29,10.0,2024-03-31,Electrodomésticos,84.29,842.9000000000001,2024-03,11,RRSS,5.27,2024-12-29,2025-01-21,False
1633,Microondas,$112.89,1.0,2024-03-31,Electrodomésticos,112.89,112.89,2024-03,56,Email,4.94,2024-08-06,2024-08-25,False
1633,Microondas,$112.89,1.0,2024-03-31,Electrodomésticos,112.89,112.89,2024-03,26,RRSS,5.0,2024-09-25,2024-10-14,False
1633,Microondas,$112.89,1.0,2024-03-31,Electrodomésticos,112.89,112.89,2024-03,86,TV,4.25,2024-09-25,2024-11-15,False
1948,Cafetera,$116.78,6.0,2024-03-31,Electrodomésticos,116.78,700.6800000000001,2024-03,49,Email,5.2,2024-06-20,2024-07-22,False
1948,Cafetera,$116.78,6.0,2024-03-31,Electrodomésticos,116.78,700.6800000000001,2024-03,79,TV,7.26,2024-08-13,2024-10-11,False
1948,Cafetera,$116.78,6.0,2024-03-31,Electrodomésticos,116.78,700.6800000000001,2024-03,19,RRSS,5.7,2024-08-19,2024-09-15,False
2062,Televisor,$101.98,7.0,2024-03-31,Electrónica,101.98,713.86,2024-03,29,RRSS,3.96,2024-05-17,2024-06-28,False
2062,Televisor,$101.98,7.0,2024-03-31,Electrónica,101.98,713.86,2024-03,59,Email,4.19,2024-11-20,2025-01-19,False
2062,Televisor,$101.98,7.0,2024-03-31,Electrónica,101.98,713.86,2024-03,89,TV,4.98,2024-12-13,2025-02-08,False
2731,Parlantes Bluetooth,$77.95,6.0,2024-03-31,Electrónica,77.95,467.70000000000005,2024-03,84,TV,4.42,2024-04-17,2024-05-05,False
2731,Parlantes Bluetooth,$77.95,6.0,2024-03-31,Electrónica,77.95,467.70000000000005,2024-03,54,Email,2.95,2024-08-09,2024-09-22,False
2731,Parlantes Bluetooth,$77.95,6.0,2024-03-31,Electrónica,77.95,467.70000000000005,2024-03,24,RRSS,6.0,2024-09-22,2024-10-26,False
522,Cuadro decorativo,$27.99,5.0,2024-04-01,Decoración,27.99,139.95,2024-04,1,RRSS,5.27,2024-04-27,2024-06-04,False
522,Cuadro decorativo,$27.99,5.0,2024-04-01,Decoración,27.99,139.95,2024-04,31,Email,5.28,2024-08-15,2024-09-12,False
522,Cuadro decorativo,$27.99,5.0,2024-04-01,Decoración,27.99,139.95,2024-04,61,TV,5.3,2024-11-05,2024-12-23,False
1322,Heladera,$58.58,4.0,2024-04-01,Electrodomésticos,58.58,234.32,2024-04,34,Email,4.2,2024-05-06,2024-07-05,False
1322,Heladera,$58.58,4.0,2024-04-01,Electrodomésticos,58.58,234.32,2024-04,4,RRSS,4.53,2024-05-31,2024-07-15,False
1322,Heladera,$58.58,4.0,2024-04-01,Electrodomésticos,58.58,234.32,2024-04,64,TV,4.38,2024-07-10,2024-08-09,False
2310,Consola de videojuegos,$102.41,5.0,2024-04-01,Electrónica,102.41,512.05,2024-04,50,Email,4.97,2024-05-03,2024-05-28,False
2310,Consola de videojuegos,$102.41,5.0,2024-04-01,Electrónica,102.41,512.05,2024-04,20,RRSS,3.16,2024-07-15,2024-08-03,False
2310,Consola de videojuegos,$102.41,5.0,2024-04-01,Electrónica,102.41,512.05,2024-04,80,TV,4.64,2024-11-01,2024-11-20,False
2865,Auriculares,$89.29,2.0,2024-04-01,Electrónica,89.29,178.58,2024-04,47,Email,4.19,2024-06-02,2024-07-22,False
2865,Auriculares,$89.29,2.0,2024-04-01,Electrónica,89.29,178.58,2024-04,17,RRSS,6.06,2024-07-15,2024-08-15,False
2865,Auriculares,$89.29,2.0,2024-04-01,Electrónica,89.29,178.58,2024-04,77,TV,4.99,2024-11-11,2024-12-06,False
893,Espejo decorativo,$34.64,12.0,2024-04-02,Decoración,34.64,415.68,2024-04,83,TV,5.24,2024-05-31,2024-07-08,False
893,Espejo decorativo,$34.64,12.0,2024-04-02,Decoración,34.64,415.68,2024-04,53,Email,4.9,2024-07-17,2024-08-01,False
893,Espejo decorativo,$34.64,12.0,2024-04-02,Decoración,34.64,415.68,2024-04,23,RRSS,4.75,2024-08-28,2024-10-17,False
1008,Cafetera,$42.40,10.0,2024-04-02,Electrodomésticos,42.4,424.0,2024-04,49,Email,5.2,2024-06-20,2024-07-22,False
1008,Cafetera,$42.40,10.0,2024-04-02,Electrodomésticos,42.4,424.0,2024-04,79,TV,7.26,2024-08-13,2024-10-11,False
1008,Cafetera,$42.40,10.0,2024-04-02,Electrodomésticos,42.4,424.0,2024-04,19,RRSS,5.7,2024-08-19,2024-09-15,False
1148,Cafetera,$110.21,4.0,2024-04-02,Electrodomésticos,110.21,440.84,2024-04,49,Email,5.2,2024-06-20,2024-07-22,False
1148,Cafetera,$110.21,4.0,2024-04-02,Electrodomésticos,110.21,440.84,2024-04,79,TV,7.26,2024-08-13,2024-10-11,False
1148,Cafetera,$110.21,4.0,2024-04-02,Electrodomésticos,110.21,440.84,2024-04,19,RRSS,5.7,2024-08-19,2024-09-15,False
1457,Horno eléctrico,$27.61,6.0,2024-04-02,Electrodomésticos,27.61,165.66,2024-04,35,Email,5.65,2024-07-31,2024-09-29,False
1457,Horno eléctrico,$27.61,6.0,2024-04-02,Electrodomésticos,27.61,165.66,2024-04,5,RRSS,5.16,2024-08-22,2024-10-17,False
1457,Horno eléctrico,$27.61,6.0,2024-04-02,Electrodomésticos,27.61,165.66,2024-04,65,TV,3.08,2024-10-23,2024-12-11,False
1588,Cafetera,$58.68,4.0,2024-04-02,Electrodomésticos,58.68,234.72,2024-04,49,Email,5.2,2024-06-20,2024-07-22,False
1588,Cafetera,$58.68,4.0,2024-04-02,Electrodomésticos,58.68,234.72,2024-04,79,TV,7.26,2024-08-13,2024-10-11,False
1588,Cafetera,$58.68,4.0,2024-04-02,Electrodomésticos,58.68,234.72,2024-04,19,RRSS,5.7,2024-08-19,2024-09-15,False
1866,Secadora,$39.42,9.0,2024-04-02,Electrodomésticos,39.42,354.78000000000003,2024-04,3,RRSS,5.1,2024-07-24,2024-08-30,False
1866,Secadora,$39.42,9.0,2024-04-02,Electrodomésticos,39.42,354.78000000000003,2024-04,63,TV,5.69,2024-11-03,2024-11-28,False
1866,Secadora,$39.42,9.0,2024-04-02,Electrodomésticos,39.42,354.78000000000003,2024-04,33,Email,3.8,2024-12-20,2025-01-07,False
1889,Batidora,$121.14,3.0,2024-04-02,Electrodomésticos,121.14,363.42,2024-04,57,Email,4.48,2024-04-10,2024-06-08,False
1889,Batidora,$121.14,3.0,2024-04-02,Electrodomésticos,121.14,363.42,2024-04,87,TV,6.28,2024-08-27,2024-10-11,False
1889,Batidora,$121.14,3.0,2024-04-02,Electrodomésticos,121.14,363.42,2024-04,27,RRSS,4.52,2024-11-01,2024-12-08,False
1983,Microondas,$96.24,4.0,2024-04-02,Electrodomésticos,96.24,384.96,2024-04,56,Email,4.94,2024-08-06,2024-08-25,False
1983,Microondas,$96.24,4.0,2024-04-02,Electrodomésticos,96.24,384.96,2024-04,26,RRSS,5.0,2024-09-25,2024-10-14,False
1983,Microondas,$96.24,4.0,2024-04-02,Electrodomésticos,96.24,384.96,2024-04,86,TV,4.25,2024-09-25,2024-11-15,False
226,Cortinas,$27.05,3.0,2024-04-03,Decoración,27.05,81.15,2024-04,43,Email,5.67,2024-05-02,2024-06-17,False
226,Cortinas,$27.05,3.0,2024-04-03,Decoración,27.05,81.15,2024-04,73,TV,6.47,2024-08-17,2024-09-26,False
226,Cortinas,$27.05,3.0,2024-04-03,Decoración,27.05,81.15,2024-04,13,RRSS,5.22,2024-09-16,2024-10-15,False
643,Espejo decorativo,$43.51,1.0,2024-04-03,Decoración,43.51,43.51,2024-04,83,TV,5.24,2024-05-31,2024-07-08,False
643,Espejo decorativo,$43.51,1.0,2024-04-03,Decoración,43.51,43.51,2024-04,53,Email,4.9,2024-07-17,2024-08-01,False
643,Espejo decorativo,$43.51,1.0,2024-04-03,Decoración,43.51,43.51,2024-04,23,RRSS,4.75,2024-08-28,2024-10-17,False
1188,Cafetera,$91.58,11.0,2024-04-03,Electrodomésticos,91.58,1007.38,2024-04,49,Email,5.2,2024-06-20,2024-07-22,False
1188,Cafetera,$91.58,11.0,2024-04-03,Electrodomésticos,91.58,1007.38,2024-04,79,TV,7.26,2024-08-13,2024-10-11,False
1188,Cafetera,$91.58,11.0,2024-04-03,Electrodomésticos,91.58,1007.38,2024-04,19,RRSS,5.7,2024-08-19,2024-09-15,False
1611,Freidora eléctrica,$82.46,4.0,2024-04-03,Electrodomésticos,82.46,329.84,2024-04,71,TV,4.37,2024-06-05,2024-07-24,False
1611,Freidora eléctrica,$82.46,4.0,2024-04-03,Electrodomésticos,82.46,329.84,2024-04,41,Email,3.92,2024-11-23,2025-01-01,False
1611,Freidora eléctrica,$82.46,4.0,2024-04-03,Electrodomésticos,82.46,329.84,2024-04,11,RRSS,5.27,2024-12-29,2025-01-21,False
1627,Horno eléctrico,$40.58,5.0,2024-04-03,Electrodomésticos,40.58,202.89999999999998,2024-04,35,Email,5.65,2024-07-31,2024-09-29,False
1627,Horno eléctrico,$40.58,5.0,2024-04-03,Electrodomésticos,40.58,202.89999999999998,2024-04,5,RRSS,5.16,2024-08-22,2024-10-17,False
1627,Horno eléctrico,$40.58,5.0,2024-04-03,Electrodomésticos,40.58,202.89999999999998,2024-04,65,TV,3.08,2024-10-23,2024-12-11,False
2281,Parlantes Bluetooth,$70.68,5.0,2024-04-03,Electrónica,70.68,353.40000000000003,2024-04,84,TV,4.42,2024-04-17,2024-05-05,False
2281,Parlantes Bluetooth,$70.68,5.0,2024-04-03,Electrónica,70.68,353.40000000000003,2024-04,54,Email,2.95,2024-08-09,2024-09-22,False
2281,Parlantes Bluetooth,$70.68,5.0,2024-04-03,Electrónica,70.68,353.40000000000003,2024-04,24,RRSS,6.0,2024-09-22,2024-10-26,False
2532,Televisor,$81.42,9.0,2024-04-03,Electrónica,81.42,732.78,2024-04,29,RRSS,3.96,2024-05-17,2024-06-28,False
2532,Televisor,$81.42,9.0,2024-04-03,Electrónica,81.42,732.78,2024-04,59,Email,4.19,2024-11-20,2025-01-19,False
2532,Televisor,$81.42,9.0,2024-04-03,Electrónica,81.42,732.78,2024-04,89,TV,4.98,2024-12-13,2025-02-08,False
172,Cuadro decorativo,$87.93,11.0,2024-04-04,Decoración,87.93,967.23,2024-04,1,RRSS,5.27,2024-04-27,2024-06-04,False
172,Cuadro decorativo,$87.93,11.0,2024-04-04,Decoración,87.93,967.23,2024-04,31,Email,5.28,2024-08-15,2024-09-12,False
172,Cuadro decorativo,$87.93,11.0,2024-04-04,Decoración,87.93,967.23,2024-04,61,TV,5.3,2024-11-05,2024-12-23,False
237,Elementos de cerámica,$61.12,9.0,2024-04-04,Decoración,61.12,550.0799999999999,2024-04,22,RRSS,5.44,2024-06-26,2024-07-15,False
237,Elementos de cerámica,$61.12,9.0,2024-04-04,Decoración,61.12,550.0799999999999,2024-04,82,TV,5.69,2024-09-08,2024-10-12,False
237,Elementos de cerámica,$61.12,9.0,2024-04-04,Decoración,61.12,550.0799999999999,2024-04,52,Email,5.74,2024-09-09,2024-09-30,False
1287,Horno eléctrico,$116.05,11.0,2024-04-04,Electrodomésticos,116.05,1276.55,2024-04,35,Email,5.65,2024-07-31,2024-09-29,False
1287,Horno eléctrico,$116.05,11.0,2024-04-04,Electrodomésticos,116.05,1276.55,2024-04,5,RRSS,5.16,2024-08-22,2024-10-17,False
1287,Horno eléctrico,$116.05,11.0,2024-04-04,Electrodomésticos,116.05,1276.55,2024-04,65,TV,3.08,2024-10-23,2024-12-11,False
1366,Secadora,$31.56,11.0,2024-04-04,Electrodomésticos,31.56,347.15999999999997,2024-04,3,RRSS,5.1,2024-07-24,2024-08-30,False
1366,Secadora,$31.56,11.0,2024-04-04,Electrodomésticos,31.56,347.15999999999997,2024-04,63,TV,5.69,2024-11-03,2024-11-28,False
1366,Secadora,$31.56,11.0,2024-04-04,Electrodomésticos,31.56,347.15999999999997,2024-04,33,Email,3.8,2024-12-20,2025-01-07,False
1878,Cafetera,$68.97,8.0,2024-04-04,Electrodomésticos,68.97,551.76,2024-04,49,Email,5.2,2024-06-20,2024-07-22,False
1878,Cafetera,$68.97,8.0,2024-04-04,Electrodomésticos,68.97,551.76,2024-04,79,TV,7.26,2024-08-13,2024-10-11,False
1878,Cafetera,$68.97,8.0,2024-04-04,Electrodomésticos,68.97,551.76,2024-04,19,RRSS,5.7,2024-08-19,2024-09-15,False
56,Cortinas,$66.24,5.0,2024-04-05,Decoración,66.24,331.2,2024-04,43,Email,5.67,2024-05-02,2024-06-17,False
56,Cortinas,$66.24,5.0,2024-04-05,Decoración,66.24,331.2,2024-04,73,TV,6.47,2024-08-17,2024-09-26,False
56,Cortinas,$66.24,5.0,2024-04-05,Decoración,66.24,331.2,2024-04,13,RRSS,5.22,2024-09-16,2024-10-15,False
424,Jarrón decorativo,$87.94,2.0,2024-04-05,Decoración,87.94,175.88,2024-04,15,RRSS,4.65,2024-05-09,2024-06-13,False
424,Jarrón decorativo,$87.94,2.0,2024-04-05,Decoración,87.94,175.88,2024-04,45,Email,4.52,2024-06-05,2024-07-31,False
424,Jarrón decorativo,$87.94,2.0,2024-04-05,Decoración,87.94,175.88,2024-04,75,TV,4.1,2024-11-03,2024-12-25,False
1868,Cafetera,$62.23,1.0,2024-04-05,Electrodomésticos,62.23,62.23,2024-04,49,Email,5.2,2024-06-20,2024-07-22,False
1868,Cafetera,$62.23,1.0,2024-04-05,Electrodomésticos,62.23,62.23,2024-04,79,TV,7.26,2024-08-13,2024-10-11,False
1868,Cafetera,$62.23,1.0,2024-04-05,Electrodomésticos,62.23,62.23,2024-04,19,RRSS,5.7,2024-08-19,2024-09-15,False
2545,Auriculares,$32.81,11.0,2024-04-05,Electrónica,32.81,360.91,2024-04,47,Email,4.19,2024-06-02,2024-07-22,False
2545,Auriculares,$32.81,11.0,2024-04-05,Electrónica,32.81,360.91,2024-04,17,RRSS,6.06,2024-07-15,2024-08-15,False
2545,Auriculares,$32.81,11.0,2024-04-05,Electrónica,32.81,360.91,2024-04,77,TV,4.99,2024-11-11,2024-12-06,False
906,Cortinas,$84.04,3.0,2024-04-06,Decoración,84.04,252.12,2024-04,43,Email,5.67,2024-05-02,2024-06-17,False
906,Cortinas,$84.04,3.0,2024-04-06,Decoración,84.04,252.12,2024-04,73,TV,6.47,2024-08-17,2024-09-26,False
906,Cortinas,$84.04,3.0,2024-04-06,Decoración,84.04,252.12,2024-04,13,RRSS,5.22,2024-09-16,2024-10-15,False
1376,Secadora,$69.58,7.0,2024-04-06,Electrodomésticos,69.58,487.06,2024-04,3,RRSS,5.1,2024-07-24,2024-08-30,False
1376,Secadora,$69.58,7.0,2024-04-06,Electrodomésticos,69.58,487.06,2024-04,63,TV,5.69,2024-11-03,2024-11-28,False
1376,Secadora,$69.58,7.0,2024-04-06,Electrodomésticos,69.58,487.06,2024-04,33,Email,3.8,2024-12-20,2025-01-07,False
1776,Secadora,$33.55,3.0,2024-04-06,Electrodomésticos,33.55,100.64999999999999,2024-04,3,RRSS,5.1,2024-07-24,2024-08-30,False
1776,Secadora,$33.55,3.0,2024-04-06,Electrodomésticos,33.55,100.64999999999999,2024-04,63,TV,5.69,2024-11-03,2024-11-28,False
1776,Secadora,$33.55,3.0,2024-04-06,Electrodomésticos,33.55,100.64999999999999,2024-04,33,Email,3.8,2024-12-20,2025-01-07,False
1784,Aspiradora,$115.24,3.0,2024-04-06,Electrodomésticos,115.24,345.71999999999997,2024-04,40,Email,6.24,2024-06-24,2024-08-12,False
1784,Aspiradora,$115.24,3.0,2024-04-06,Electrodomésticos,115.24,345.71999999999997,2024-04,10,RRSS,7.16,2024-08-19,2024-09-19,False
1784,Aspiradora,$115.24,3.0,2024-04-06,Electrodomésticos,115.24,345.71999999999997,2024-04,70,TV,3.06,2024-12-13,2024-12-29,False
1974,Aspiradora,$87.32,7.0,2024-04-06,Electrodomésticos,87.32,611.24,2024-04,40,Email,6.24,2024-06-24,2024-08-12,False
1974,Aspiradora,$87.32,7.0,2024-04-06,Electrodomésticos,87.32,611.24,2024-04,10,RRSS,7.16,2024-08-19,2024-09-19,False
1974,Aspiradora,$87.32,7.0,2024-04-06,Electrodomésticos,87.32,611.24,2024-04,70,TV,3.06,2024-12-13,2024-12-29,False
2080,Consola de videojuegos,$100.69,7.0,2024-04-06,Electrónica,100.69,704.8299999999999,2024-04,50,Email,4.97,2024-05-03,2024-05-28,False
2080,Consola de videojuegos,$100.69,7.0,2024-04-06,Electrónica,100.69,704.8299999999999,2024-04,20,RRSS,3.16,2024-07-15,2024-08-03,False
2080,Consola de videojuegos,$100.69,7.0,2024-04-06,Electrónica,100.69,704.8299999999999,2024-04,80,TV,4.64,2024-11-01,2024-11-20,False
2169,Proyector,$120.34,1.0,2024-04-06,Electrónica,120.34,120.34,2024-04,67,TV,3.68,2024-05-22,2024-07-12,False
2169,Proyector,$120.34,1.0,2024-04-06,Electrónica,120.34,120.34,2024-04,37,Email,3.22,2024-07-06,2024-07-26,False
2169,Proyector,$120.34,1.0,2024-04-06,Electrónica,120.34,120.34,2024-04,7,RRSS,5.57,2024-07-30,2024-08-16,False
213,Espejo decorativo,$40.76,8.0,2024-04-07,Decoración,40.76,326.08,2024-04,83,TV,5.24,2024-05-31,2024-07-08,False
213,Espejo decorativo,$40.76,8.0,2024-04-07,Decoración,40.76,326.08,2024-04,53,Email,4.9,2024-07-17,2024-08-01,False
213,Espejo decorativo,$40.76,8.0,2024-04-07,Decoración,40.76,326.08,2024-04,23,RRSS,4.75,2024-08-28,2024-10-17,False
398,Rincón de plantas,$77.30,7.0,2024-04-07,Decoración,77.3,541.1,2024-04,38,Email,5.76,2024-06-14,2024-07-15,False
398,Rincón de plantas,$77.30,7.0,2024-04-07,Decoración,77.3,541.1,2024-04,8,RRSS,4.88,2024-08-03,2024-08-18,False
398,Rincón de plantas,$77.30,7.0,2024-04-07,Decoración,77.3,541.1,2024-04,68,TV,5.81,2024-12-17,2025-02-14,False
1642,Heladera,$88.78,2.0,2024-04-07,Electrodomésticos,88.78,177.56,2024-04,34,Email,4.2,2024-05-06,2024-07-05,False
1642,Heladera,$88.78,2.0,2024-04-07,Electrodomésticos,88.78,177.56,2024-04,4,RRSS,4.53,2024-05-31,2024-07-15,False
1642,Heladera,$88.78,2.0,2024-04-07,Electrodomésticos,88.78,177.56,2024-04,64,TV,4.38,2024-07-10,2024-08-09,False
1956,Secadora,$42.59,12.0,2024-04-07,Electrodomésticos,42.59,511.08000000000004,2024-04,3,RRSS,5.1,2024-07-24,2024-08-30,False
1956,Secadora,$42.59,12.0,2024-04-07,Electrodomésticos,42.59,511.08000000000004,2024-04,63,TV,5.69,2024-11-03,2024-11-28,False
1956,Secadora,$42.59,12.0,2024-04-07,Electrodomésticos,42.59,511.08000000000004,2024-04,33,Email,3.8,2024-12-20,2025-01-07,False
2085,Auriculares,$122.56,6.0,2024-04-07,Electrónica,122.56,735.36,2024-04,47,Email,4.19,2024-06-02,2024-07-22,False
2085,Auriculares,$122.56,6.0,2024-04-07,Electrónica,122.56,735.36,2024-04,17,RRSS,6.06,2024-07-15,2024-08-15,False
2085,Auriculares,$122.56,6.0,2024-04-07,Electrónica,122.56,735.36,2024-04,77,TV,4.99,2024-11-11,2024-12-06,False
2096,Laptop,$83.25,6.0,2024-04-07,Electrónica,83.25,499.5,2024-04,60,Email,4.89,2024-09-28,2024-10-27,False
2096,Laptop,$83.25,6.0,2024-04-07,Electrónica,83.25,499.5,2024-04,30,RRSS,4.68,2024-10-23,2024-11-24,False
2096,Laptop,$83.25,6.0,2024-04-07,Electrónica,83.25,499.5,2024-04,90,TV,5.62,2024-11-16,2025-01-13,False
2356,Laptop,$30.16,6.0,2024-04-07,Electrónica,30.16,180.96,2024-04,60,Email,4.89,2024-09-28,2024-10-27,False
